black1,red1,strike1,black2,red2,strike2,title,description,location,start_date,end_date,start_time,end_time,tags
,,,,,,Navy Pier Fireworks,"Navy Pier is the destination for fireworks on Lake Michigan all year long. Join us for spectacular fireworks perfectly synchronized to music, no matter the time of year. The summer schedule begins Memorial Day weekend with fireworks every Wednesday at 9:30 p.m. and Saturday at 10:15 p.m. through Labor Day weekend. Whether viewing from the dock or on board an evening cruise, fireworks is the perfect way to end your day at Navy Pier.
Map: http://goo.gl/maps/Ky7Hg
About: http://www.navypier.com/things2do/fireworks.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Navy Pier, East Grand Avenue, Chicago, IL, United States",8/8/15,8/8/15,10:15:00 PM,10:45:00 PM,none
,,,,,,Farmers Market - Multiple Locations,"Chicago's Farmers Markets bring more than 70 vendors selling fresh fruits, vegetables, plants and flowers to neighborhoods throughout the City of Chicago.
Locations -
Beverly 7am - 1pm
Map: https://goo.gl/maps/5gPNP
Glenwood 9am - 2pm
Map: https://goo.gl/maps/vuKBe
63rd Street 10am - 2pm
Map: https://goo.gl/maps/XliGs
Logan Square 10am - 3pm
Map: https://goo.gl/maps/Fr17o
Perry Avenue 10am - 2pm
Map: https://goo.gl/maps/ksM3x
Pilsen 9am - 2pm
Map: https://goo.gl/maps/EA6iK
Portage Park 10am - 2pm
Map: https://goo.gl/maps/ibNRQ
Rainbow Beach Park 12pm - 5pm
Map: https://goo.gl/maps/7RPlb
Wicker Park 8am - 2pm
Map: https://goo.gl/maps/Hi9Hm
Jefferson Park 9:30am - 1:30pm
Map: https://goo.gl/maps/ARpaz
About: http://www.cityofchicago.org/city/en/depts/dca/supp_info/farmersmarkets0.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","1425 N Damen Ave, Chicago, IL 60622, USA",8/9/15,8/9/15,7:00:00 AM,5:00:00 PM,none
,,,,,,Northalstead Market Days,"The event spans six city blocks, has 17 entrance gates and features three music stages with more than 40 musical acts performing. Many of these artists are top-name, national headliners, giving Northalsted Market Days® a reputation for some of the best live music in Chicago. 
Map: http://goo.gl/maps/QQjqZ
About: http://www.northalsted.com/pages/northalsted_market_days__2015/152.php
Calendar: https://www.facebook.com/ChicagoCalendar
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","W Belmont Ave at N Halsted St Chicago, IL",8/9/15,8/9/15,11:00:00 AM,10:00:00 PM,none
,,,,,,Ginza Festival,"The 60th Annual Ginza Holiday, a large Japanese cultural festival, will be presented by the Midwest Buddhist Temple on August 8th, 9th, and 10th at 435 W. Menomonee Street in Chicago’s historic Old Town.
Map: http://goo.gl/maps/eJ4uh
About: http://www.ginzachicago.com/
Calendar: https://www.facebook.com/ChicagoCalendar
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","435 W Menomonee St Chicago, IL 60614 ‎",8/9/15,8/9/15,11:30:00 AM,9:30:00 PM,none
,,,,,,Wrigleyville Summerfest,"Wrigleyville Summerfest offers plenty of tasty food and beverages to be enjoyed, plus many local vendors showcasing their products and services. Not your average festival, Wrigleyville Summerfest features a Kids Zone with interactive games and family-friendly activities during the day in addition to the live music, beer, and savory flavors that Chicagoans know and love. 
Map: http://goo.gl/maps/3wjvQ
About: http://www.wrigleyvillesummerfest.com/
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","3300 North Seminary Avenue, Chicago, IL, United States",8/9/15,8/9/15,12:00:00 PM,9:00:00 PM,none
,,,,,,Retro on Roscoe,"Retro features Chicago’s top talent and entertainment on 3 main stages. Six full blocks of artisans, antique vendors, and cool merchants that provide a shopping experience that is second to none. Local restaurants and regional favorites  fill the venue with summertime samplings and tasty treats. All this and more liven up this tree-lined street for an enjoyable two-day festival that brings back great memories while providing an excellent entertainment for the entire family.
Map: http://g.co/maps/rrebv
About: http://www.retroonroscoe.com/
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","N. Damen Ave at W Roscoe St Chicago, IL",8/9/15,8/9/15,12:00:00 PM,10:00:00 PM,none
,,,,,,DuSable Museum Free,"To promote understanding and inspire appreciation of the achievements, contributions, and experiences of African Americans through exhibits, programs, and activities that illustrate African and African American history, culture and art.
Map: https://goo.gl/maps/yQHDd
About: http://www.dusablemuseum.org/visit/admission-information
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com
","DuSable Museum of African American History, 740 East 56th Place, Chicago, IL 60637, United States",8/9/15,8/9/15,12:00:00 PM,5:00:00 PM,none
,,,,,,Summerdance -,"Individual themes TBA
Lessons: 4-5 p.m.
Live music: 5-7 p.m. 
Map: http://goo.gl/maps/15QE
About: http://www.chicagosummerdance.com
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","601 S Michigan Ave, Chicago, IL 60605, USA",8/9/15,8/9/15,4:00:00 PM,7:00:00 PM,none
,,,,,,Farmers Market - Loyola,"Chicago's Farmers Markets bring more than 70 vendors selling fresh fruits, vegetables, plants and flowers to neighborhoods throughout the City of Chicago.
Map: https://goo.gl/maps/NMru1
About: http://www.cityofchicago.org/city/en/depts/dca/supp_info/farmersmarkets0.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","1200 W Loyola Ave, Chicago, IL 60626, USA",8/10/15,8/10/15,3:00:00 PM,7:00:00 PM,none
,,,,,,Movies in the Park - Toy Story (G),"A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.
Where: Lake Meadows Park
Map: https://maps.google.com/maps?q=3117+S+Rhodes+Ave+Chicago,+IL+60616
About: http://www.imdb.com/title/tt0114709
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Lake-Meadows3/
Park info: http://www.chicagoparkdistrict.com/parks/Lake-Meadows-Park/
Neighborhood: Douglas
Closed Captions: Yes
Runtime: 81 minutes
Call (312) 747-6287for weather related cancellation information or email Donald Serio at donald.serio@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","3117 S Rhodes Ave Chicago, IL 60616",8/10/15,8/10/15,8:14:00 PM,9:35:00 PM,none
,,,,,,Movies in the Park - Mamma Mia (PG-13),"The story of a bride-to-be trying to find her real father told using hit songs by the popular '70s group ABBA.
Where: Wilson Frank J. Park
Map: https://maps.google.com/maps?q=4630+N+Milwaukee+Ave+Chicago,+IL+60630
About: http://www.imdb.com/title/tt0795421
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Wilson-FJ/
Park info: http://www.chicagoparkdistrict.com/parks/wilson-frank-j-park/
Neighborhood: Portage Park
Closed Captions: Yes
Runtime: 108 minutes
Call (773) 685-6454for weather related cancellation information or email Sherida Hudak at sherida.hudak@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","4630 N Milwaukee Ave Chicago, IL 60630",8/10/15,8/10/15,8:14:00 PM,10:02:00 PM,none
,,,,,,Farmers Market - Multiple Locations,"Chicago's Farmers Markets bring more than 70 vendors selling fresh fruits, vegetables, plants and flowers to neighborhoods throughout the City of Chicago.
Locations -
Downtown - Federal Plaza 7am - 3pm
Map: https://goo.gl/maps/NMru1
Lincoln Square 7am - 1pm
Map: https://goo.gl/maps/v4Uvs
Columbus Park 2pm - 7pm
Map: https://goo.gl/maps/RP9sO
About: http://www.cityofchicago.org/city/en/depts/dca/supp_info/farmersmarkets0.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","W Adams St at S Dearborn St Chicago, IL",8/11/15,8/11/15,7:00:00 AM,3:00:00 PM,none
,,,,,,Swedish American Museum Free,"The Swedish American Museum is a nonprofit museum and cultural center for the education, celebration and interpretation of Swedish American history and culture in Chicago, Illinois, USA.
Map: https://goo.gl/maps/3V0ty
About: http://www.swedishamericanmuseum.org/museuminfo/
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com
","5211 N Clark St, Chicago, IL 60640, USA",8/11/15,8/11/15,10:00:00 AM,4:00:00 PM,none
,,,,,,Museum of Contemporary Art Free,"Note: Free admission only to Illinois residents every Tuesday.
One of the nation’s largest facilities devoted to the art of our time, the Museum of Contemporary Art (MCA) offers exhibitions of the most thought-provoking art created since 1945. The MCA documents contemporary visual culture through painting, sculpture, photography, video and film, and performance. Located in the heart of downtown Chicago, the MCA boasts a gift store, bookstore, restaurant, 300-seat theater, and a terraced sculpture garden with a great view of Lake Michigan.
Map: https://goo.gl/maps/b05l4
About: http://www.mcachicago.org/info/about/overview
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","220 E Chicago Ave, Chicago, IL 60611, USA",8/11/15,8/11/15,10:00:00 AM,8:00:00 PM,none
,,,,,,Loyola University Museum of Art Free,"The Loyola University Museum of Art (LUMA) was founded in 2005 on the Water Tower Campus of Loyola University Chicago. LUMA is located on the Magnificent Mile in Lewis Towers, a historic 1926 Gothic Revival building. The museum, with 25,000 square feet contains eight main exhibition galleries, the William G. and Marilyn M. Simpson Lecture Hall, the Solomon Cordwell Buenz Library of Sacred Art and Architecture, the Museum Shop, the Push Pin Gallery, and the Harlan J. Berk Ltd. Works on Paper Gallery. LUMA welcomes new members and volunteers at all levels of participation. 
Map: https://goo.gl/maps/rbz9z
About: http://www.luc.edu/luma/about/index.shtml
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com
","Loyola University Museum of Art, 820 North Michigan Avenue, Chicago, IL 60611, United States",8/11/15,8/11/15,11:00:00 AM,8:00:00 PM,none
,,,,,,Millennium Park Film Series - The Aviator,"A biopic depicting the early years of legendary director and aviator Howard Hughes' career, from the late 1920s to the mid-1940s.
Where: Jay Pritzker Pavilion, Millennium Park
Map: https://goo.gl/maps/DCjdi
About: http://www.imdb.com/title/tt0338751/
Closed Captions: No
Runtime: 170 minutes
Calendar: https://www.facebook.com/ChicagoCalendar
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Jay Pritzker Pavilion at Millennium Park, 201 East Randolph Street, Chicago, IL 60601, United States",8/11/15,8/11/15,6:30:00 PM,9:20:00 PM,none
,,,,,,Movies in the Park - Winged Migration (G),"Documentary on the migratory patterns of birds, shot over the course of three years on all seven continents.
Where: North Park Village Nature Center
Map: https://maps.google.com/maps?q=5801+N+Pulaski+Rd+Chicago,+IL+60646
About: http://www.imdb.com/title/tt0301727
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-NPV1/
Park info: http://www.chicagoparkdistrict.com/parks/North-Park-Village-Nature-Center/
Neighborhood: North Park
Closed Captions: No
Runtime: 98 minutes
Call (312) 744-5472for weather related cancellation information or email Julie Sacco at julie.sacco@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","5801 N Pulaski Rd Chicago, IL 60646",8/11/15,8/11/15,8:12:00 PM,9:50:00 PM,none
,,,,,,Movies in the Park - The Princess Bride (PG),"While home sick in bed, a young boy's grandfather reads him a story called The Princess Bride.
Where: Daniel Webster Park
Map: https://maps.google.com/maps?q=1401+S+Indiana+Ave+Chicago,+IL+60605
About: http://www.imdb.com/title/tt0093779
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Webster3/
Park info: http://www.chicagoparkdistrict.com/parks/daniel-webster-park/
Neighborhood: Near South Side
Closed Captions: Yes
Runtime: 98 minutes
Call (312) 257-4486for weather related cancellation information or email Sarah Unz at sarah.unz@chicagopakdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","1401 S Indiana Ave Chicago, IL 60605",8/11/15,8/11/15,8:12:00 PM,9:50:00 PM,none
,,,,,,Movies in the Park - A League of Their Own (PG),"Two sisters join the first female professional baseball league and struggle to help it succeed amidst their own growing rivalry.
Where: Montgomery A. Ward Park
Map: https://maps.google.com/maps?q=630+N+Kingsbury+St+Chicago,+IL+60606
About: http://www.imdb.com/title/tt0104694
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Montgomery-Ward18/
Park info: http://www.chicagoparkdistrict.com/parks/Ward-A-Montgomery-Park/
Neighborhood: Near North Side
Closed Captions: Yes
Runtime: 128 minutes
Call (312) 742-7895for weather related cancellation information or email Joyce Freeman-Herron at joyce.herron@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","630 N Kingsbury St Chicago, IL 60606",8/11/15,8/11/15,8:12:00 PM,10:20:00 PM,none
,,,,,,Movies in the Park - A Bug's Life (G),"A misfit ant, looking for 'warriors' to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe.
Where: Adams Playground Park
Map: https://maps.google.com/maps?q=1919+N+Seminary+Ave+Chicago,+IL+60614
About: http://www.imdb.com/title/tt0120623
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Adams-Playground/
Park info: http://www.chicagoparkdistrict.com/parks/Adams-Playground-Park/
Neighborhood: Lincoln Park
Closed Captions: No
Runtime: 95 minutes
Call (312) 742-7787for weather related cancellation information or email Maureen Belling at maureen.belling@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","1919 N Seminary Ave Chicago, IL 60614",8/11/15,8/11/15,8:12:00 PM,9:47:00 PM,none
,,,,,,Farmers Market - Multiple Locations,"Chicago's Farmers Markets bring more than 70 vendors selling fresh fruits, vegetables, plants and flowers to neighborhoods throughout the City of Chicago.
Locations -
Green City Market 7am - 1pm
Map: https://goo.gl/maps/YUeDE
Treasure Island 3pm - 8pm
Map: https://goo.gl/maps/bo51L
Andersonville 3pm - 8pm
Map: https://goo.gl/maps/RdhB0
LaFollette Park 2pm - 7pm
Map: https://goo.gl/maps/9KL33
Ford City Mall 8am - 1pm
Map: https://goo.gl/maps/8R3IO
Lawndale Chicago Botanic Garden
https://goo.gl/maps/TYliR
Pilsen 4pm - 8pm
https://goo.gl/maps/xvhqG
Pullman 7am - 1pm
https://goo.gl/maps/wyVzr
Washington Park 9am - 1pm
https://goo.gl/maps/vk3jO
Seaway Bank 9am - 2pm
https://goo.gl/maps/yU7EN
Wood Street Farm Stand 11am - 4pm
Map: https://goo.gl/maps/I3db8
About: http://www.cityofchicago.org/city/en/depts/dca/supp_info/farmersmarkets0.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","1800 N Clark St, Chicago, IL 60614, USA",8/12/15,8/12/15,7:00:00 AM,8:00:00 PM,none
,,,,,,Charnley-Persky House Museum Free,"The Charnley-Persky House is located at 1365 North Astor Street in the Gold Coast neighborhood of Chicago, within the Astor Street Historic District. The neighborhood developed in the late 1880s, largely through the efforts of Potter Palmer, who built an imposing ""castle"" on Lake Shore Drive, designed by Cobb & Frost. He purchased large tracts of land in the area and built dozens of houses which were sold to Chicago's wealthy class. The neighborhood has retained its stature as Chicago's premier neighborhood to the present day.
Map: https://goo.gl/maps/tYzes
About: http://www.sah.org/about-sah/charnley-persky-house/visit-the-house
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Charnley-Persky House Museum, 1365 North Astor Street, Chicago, IL 60610, United States",8/12/15,8/12/15,12:00:00 PM,1:00:00 PM,none
,,,,,,Clark House Museum Free,"Free hour long tours on Wednesdays. 12pm - 1pm & 2pm - 3pm. The Clarke House Museum is Chicago's oldest home. Tours of this 1836 Greek Revival-style house reveal what life was like for a middle class family in Chicago, when the city was in its formative years before the Civil War.
Map: https://goo.gl/maps/DERz9
About: http://www.cityofchicago.org/city/en/depts/dca/supp_info/clarke_house_museumtours.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Clarke House Museum, 1827 South Indiana Avenue, Chicago, IL 60616, United States",8/12/15,8/12/15,12:00:00 PM,3:00:00 PM,none
,,,,,,Glessner House Museum Free,"Glessner House Museum offers guided tours of Glessner House (1886), a National Historic Landmark, and Clarke House (1836), the City's oldest surviving building, located in the adjacent Chicago Women's Park and Gardens. Tours are led by trained docents and last approximately one hour in each house.  Tours are timed so that the two houses may be toured back-to-back.  Advance reservations are not accepted.
Map: https://goo.gl/maps/7g3uG
About: http://www.glessnerhouse.org/Tours.htm
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Glessner House Museum, 1800 South Prairie Avenue, Chicago, IL 60616, United States",8/12/15,8/12/15,3:00:00 PM,4:00:00 PM,none
,,,,,,Grant Park Music Festival - An Evening with Kurt Elling,"Chicago legend and Grammy® Award-winning jazz vocalist, Kurt Elling, joins the Grant Park Orchestra in Passion World, a tour-de-force concert of internationally famous ballads of love and loss.
Map: http://goo.gl/maps/wt6bH
About: http://www.grantparkmusicfestival.com/2015-season/an-evening-with-kurt-elling
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com
","Jay Pritzker Pavilion at Millennium Park, 201 East Randolph Street, Chicago, IL 60601, United States",8/12/15,8/12/15,6:30:00 PM,8:00:00 PM,none
,,,,,,"Movies in the Park - Alexander and the Terrible, Horrible, No Good, Very Bad Day (PG)","Alexander's day begins with gum stuck in his hair, followed by more calamities. However, he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother and sister - who all find themselves living through their own terrible, horrible, no good, very bad day.
Where: Mann Park
Map: https://maps.google.com/maps?q=3035+E+130st+St+Chicago,+IL+60633
About: http://www.imdb.com/title/tt1698641
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Mann2/
Park info: http://www.chicagoparkdistrict.com/parks/Mann-Park/
Neighborhood: Hegewisch
Closed Captions: Yes
Runtime: 81 minutes
Call (773) 646-0210for weather related cancellation information or email Erin M. Joyce at erin.joyce@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","3035 E 130st St Chicago, IL 60633",8/12/15,8/12/15,8:11:00 PM,9:32:00 PM,none
,,,,,,Movies in the Park - Annie (2014) (PG),"A foster kid, who lives with her mean foster mom, sees her life change when business tycoon and New York mayoral candidate Will Stacks makes a thinly-veiled campaign move and takes her in.
Where: South Shore Cultural Center
Map: https://maps.google.com/maps?q=7059+S+South+Shore+Dr+Chicago,+IL+60649
About: http://www.imdb.com/title/tt1823664
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-South-Shore8/
Park info: http://www.chicagoparkdistrict.com/parks/South-Shore-Cultural-Center/
Neighborhood: South Shore
Closed Captions: Yes
Runtime: 118 minutes
Call (773) 256-0149for weather related cancellation information or email Andrea Adams at andrea.adams@chicagopark.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","7059 S South Shore Dr Chicago, IL 60649",8/12/15,8/12/15,8:11:00 PM,10:09:00 PM,none
,,,,,,Movies in the Park - Footloose (PG),"City teenager Ren MacCormack moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.
Where: Merrimac Park
Map: https://maps.google.com/maps?q=6343+W+Irving+Park+Rd+Chicago,+IL+60634
About: http://www.imdb.com/title/tt1068242
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Merrimac/
Park info: http://www.chicagoparkdistrict.com/parks/Merrimac-Park/
Neighborhood: Dunning
Closed Captions: No
Runtime: 113 minutes
Call (773) 685-3382for weather related cancellation information or email Donna Segreti at donna.segreti@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","6343 W Irving Park Rd Chicago, IL 60634",8/12/15,8/12/15,8:11:00 PM,10:04:00 PM,none
,,,,,,Navy Pier Fireworks,"Navy Pier is the destination for fireworks on Lake Michigan all year long. Join us for spectacular fireworks perfectly synchronized to music, no matter the time of year. The summer schedule begins Memorial Day weekend with fireworks every Wednesday at 9:30 p.m. and Saturday at 10:15 p.m. through Labor Day weekend. Whether viewing from the dock or on board an evening cruise, fireworks is the perfect way to end your day at Navy Pier.
Map: http://goo.gl/maps/Ky7Hg
About: http://www.navypier.com/things2do/fireworks.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Navy Pier, East Grand Avenue, Chicago, IL, United States",8/12/15,8/12/15,9:30:00 PM,10:00:00 PM,none
,,,,,,Farmers Market - Multiple Locations,"Chicago's Farmers Markets bring more than 70 vendors selling fresh fruits, vegetables, plants and flowers to neighborhoods throughout the City of Chicago.
Locations -
Daley Plaza 7am - 3pm
Map: https://goo.gl/maps/vHST2
Downtown 7am - 3pm
Map: https://goo.gl/maps/uQ14Q
South Loop 4pm - 8pm
Map: https://goo.gl/maps/VsC1O
Hyde Park 7am - 1pm
Map: https://goo.gl/maps/6dJ9d
Lincoln Square 4pm - 8pm
Map: https://goo.gl/maps/zJZ2K
Southport 3pm - 8pm
Map: https://goo.gl/maps/s4OT3
Uptown 7am - 1pm
Map: https://goo.gl/maps/3cgDi
Austin 2pm - 7pm
Map: https://goo.gl/maps/GzqJO
Argyle 5pm - 9pm
Map: https://goo.gl/maps/SWv8w
Garfield Park 10am - 1pm
Map: https://goo.gl/maps/ddjM8
About: http://www.cityofchicago.org/city/en/depts/dca/supp_info/farmersmarkets0.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","50 W Washington St, Chicago, IL 60602, USA",8/13/15,8/13/15,7:00:00 AM,9:00:00 PM,none
,,,,,,Nature Museum Free,"Note: Admission free every Thursday for Illinois residents ONLY.
Experience a gateway to the natural world. Get your hands wet as you learn about Chicago's waterways and the organisms that reside within them. Touch live animals found in Illinois wetlands. Let your imagination run wild as you walk among Wilderness Walk and our restored native prairie. Escape to a Haven fluttering with exotic butterflies and stunning bird species. The possibilities for fun and learning are endless at the Peggy Notebaert Nature Museum.
Map: https://goo.gl/maps/gWfJJ
About: http://www.naturemuseum.org/index.php?id=168
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago, IL 60614, United States",8/13/15,8/13/15,9:00:00 AM,5:00:00 PM,none
,1,,,,,Festa Italiana,"Chicago’s Little Italy neighborhood will celebrate its history and heritage with more than 50,000 festival goers over the course of four-days. Authentic Italian activities, delectable Italian cuisine, and great live entertainment will highlight this magnifico event!
Map: http://goo.gl/maps/FPkbf
About: http://starevents.com/festivals/festa-italiana/
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","S Ashland Ave & W Taylor St Chicago, IL 60607 ‎ ",8/13/15,8/13/15,5:00:00 PM,10:00:00 PM,none
,,,,,,Children's Museum Free,"Chicago Children’s Museum is a place where families and caregivers with infants and children are encouraged to create, explore, and discover together through play. The museum features three vibrant floors of exhibits and activities that provide sensory experiences and engaging educational content focusing on literacy, science, math, visual and performing arts, and health.
Map: https://goo.gl/maps/6v93u
About: http://www.chicagochildrensmuseum.org/index.php/plan/free-discounted-visits
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com
","Chicago Children's Museum, 700 East Grand Avenue, Chicago, IL 60611, United States",8/13/15,8/13/15,5:00:00 PM,8:00:00 PM,none
,,,,,,Art Museum Free,"FREE THURSDAYS ARE BACK! Beginning February 14, 2013, admission to the Art Institute of Chicago is free to Illinois residents every Thursday from 5:00 to 8:00 p.m. Admission to the Art Institute of Chicago is free to Illinois residents every weekday from January 7 through February 13, 2013. (Combining events for easy entry, note that after Feb 14th free entry begins at 5pm)
Map: http://goo.gl/maps/1FBhJ
About: http://www.artic.edu/aic/visitor_info/geninfo.html#hours
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com",The Art Institute of Chicago,8/13/15,8/14/15,5:00:00 PM,2:30:00 AM,none
,,,,,,Movies in the Park - Paddington (PG),"A young Peruvian bear travels to London in search of a home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family, who offer him a temporary haven.
Where: Hamlin Park
Map: https://maps.google.com/maps?q=3035+N+Hoyne+Ave+Chicago,+IL+60618
About: http://www.imdb.com/title/tt1109624
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Hamlin2/
Park info: http://www.chicagoparkdistrict.com/parks/Hamlin-Park/
Neighborhood: North Center
Closed Captions: Yes
Runtime: 95 minutes
Call (312) 742-7785 for weather related cancellation information or email Rich Blake at rich.blake@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","3035 N Hoyne Ave Chicago, IL 60618",8/13/15,8/13/15,8:10:00 PM,9:45:00 PM,none
,,,,,,Movies in the Park - Frozen (PG),"When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister, Anna, teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.
Where: Harrison Park
Map: https://maps.google.com/maps?q=1824+S+Wood+St+Chicago,+IL+60608
About: http://www.imdb.com/title/tt2294629
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Harrison7/
Park info: http://www.chicagoparkdistrict.com/parks/Harrison-Park/
Neighborhood: Lower West Side
Closed Captions: Yes
Runtime: 102 minutes
Call (312) 746-5491for weather related cancellation information or email Tony Gonzales at tony.gonzales@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","1824 S Wood St Chicago, IL 60608",8/13/15,8/13/15,8:10:00 PM,9:52:00 PM,none
