title,start_date_f,end_date_f,address,description,source,tags
Foray with  IL Mycological Assn at Hegewisch Marsh,2015-08-05T15:00:00,2015-08-05T16:00:00,", ,   ",Join scientists from the Field Museum and Nature Oasis as we walk through Hegewisch Marsh looking for interesting muhrooms. Everything we collect will go to the Field Museum's collection.],parks,none
Night Out: Art &amp; Arch. Bike Tours at Austin TH,2015-08-05T17:00:00,2015-08-05T20:30:00,"Austin Town Hall Park, 5610 W. Lake St., Chicago IL         60644","Slow Roll Chicago's Art & Architecture Bike Tours is a series of 12 community bicycle rides touring neighborhood art and architecture. Throughout the series, all participants are invited to participate in a bike photography competition. A number of winning photos will be selected for public exhibition at the final ride.]",parks,none
Night Out: The Wild at Garfield Conservatory,2015-08-05T18:00:00,2015-08-05T19:00:00,"Garfield Park Conservatory, 300 N. Central Park Ave., Chicago IL         60624","Rhythmic, muscular, and full of risk, ""The Wild"" is a devised laboratory theater performance based on the works of playwright Charles Mee, Dionysian rituals, and a pulsing mix of image, music, voice, and dynamic movement. Walkabout Theatre examines what happens to people when institutions crumble and deities fail to show up.]",parks,none
Night Out: Folklorico Performance at Davis Sq,2015-08-05T18:00:00,2015-08-05T19:00:00,"Davis Square Park, 4430 S. Marshfield Ave., Chicago IL         60609","Produced by the Back of the Yards Neighborhood Council, Ballet Folklorico, children and young adults learn and perform traditional folk dances from across the entire country of Mexico and from all periods of Mexican History. Time periods include Pre-Hispanic, Hispanic and Mestizo with choreography and meaning of the dances that will be showcased in this performance.]",parks,none
Night Out: Chicago Shakes at Dvorak,2015-08-05T18:30:00,2015-08-05T20:00:00,"Dvorak Park, 1119 W. Cullerton St., Chicago IL         60608","Chicago's favorite summer tradition, Chicago Shakespeare in the Parks brings  Shakespeare's Greatest Hits , FREE FOR ALL, to 18 neighborhood parks. In this original production, Shakespeare's characters and scenes are mashed-up with today's popular music. From  Romeo and Juliet  to  Macbeth , audiences will experience a lively medley of Shakespeare's thrilling stories.]",parks,none
Night Out: Dance in the Parks at Foster,2015-08-05T18:30:00,2015-08-05T20:00:00,"Dvorak Park, 1119 W. Cullerton St., Chicago IL         60608","Dance in the Parks brings professional concert dance to a temporary stage in Chicago's neighborhood parks!
",parks,none
Night Out: Dance in the Parks at Foster,2015-08-05T18:30:00,2015-08-05T20:00:00,"Foster Park, 1440 W. 84th St., Chicago IL         60620",Dance in the Parks brings professional concert dance to a temporary stage in Chicago's neighborhood parks! Performances include dance works by established up-and-coming Chicago choreographers performed by professional dancers as well as showcase opportunities for youth performers from the local neighborhoods. Free all- ages performance. Bring your picnic and enjoy the show!],parks,none
Night Out: Tsukasa Taiko at Midway Plaisance,2015-08-05T18:30:00,2015-08-05T20:30:00,"Midway Plaisance Park, 1130 Midway Plaisance North, Chicago IL         60637",Tsukasa Taiko: Japanese Traditional Drumming Presentation. Tsukasa Taiko is the largest multigenerational community ensemble of Japanese drumming in the Midwest. The ensemble aims to strengthen Japanese-American/Asian-American communities and to reflect a shared culture through the infusion of contemporary expressions. Be embraced with the unmistakable sound of Taiko (Japanese drums).],parks,none
Night Out: Real Life Adventures at La Villita,2015-08-05T18:30:00,2015-08-05T19:45:00,"La Villita Park, ,   ","FreeStreet Theatre presents The Real Life Adventures of Jimmy de las Rosas. When mutant Chihuahuas start terrorizing Little Village, and people are suddenly ""desaparecidos,"" 13-year-old Jimmy realizes the super powers he's been hiding are about to be put to good use. This site-specific play for all-ages uses city parks as the backdrop for action-packed scenes that the whole family will enjoy.]",parks,none
Night Out: Yoga in the Parks at Norwood Circle,2015-08-05T19:15:00,2015-08-05T20:00:00,"Norwood Circle Park, 7117 W. Peterson Ave., Chicago IL         60631",Join the Chicago Park District's Fitness Department for an exhilarating evening of Yoga in the Park.],parks,none
Night Out: Theater on the Lake at Berger,2015-08-05T19:30:00,2015-08-05T21:30:00,"Berger Park Cultural Center, 6205 N. Sheridan Rd., Chicago IL         60660","Definition Theatre Company presents an adaptation of Henrik Ibsen's A Doll's House, directed by Writers Theatre Artistic Director Michael Halberstam. Nora and Torvald have all the trappings of a perfect suburban life: a beautiful home, two children, and enough money to finance their comfortable lifestyle. But when a terrible secret from Nora's past threatens to ruin all they've built, she is left with two options: deceive the man she loves, or face the truth and risk losing everything.]",parks,none
Night Out: Theater on the Lake at Washington Ref,2015-08-05T19:30:00,2015-08-05T21:30:00,"Washington Park, 5531 S. Martin Luther King Dr., Chicago IL         60637","Oracle Productions presents THIS HOUSE BELIEVES THE AMERICAN DREAM IS AT THE EXPENSE OF THE AMERICAN NEGRO. Admission is FREE in Public Access Theatre. In 1965, the Cambridge Union Society hosted a debate between James Baldwin and William F. Buckley, Jr. The subject: Has the American Dream been achieved at the expense of the American Negro?  Join Oracle for a vivid theatrical enactment of the debate, and vote on the winner. The debate tells a story of 1960s America, but contemporary audiences will hear reverberations of our country's current racial crises. Oracle offers this premiere in commemoration of the 13th Amendment ratification in 1865, passage of The Voting Rights Act of 1965, and the 50th anniversary of the Baldwin/Buckley debate itself.]",parks,none
Night Out: The Wild at Garfield Conservatory,2015-08-05T20:00:00,2015-08-05T21:00:00,"Garfield Park Conservatory, 300 N. Central Park Ave., Chicago IL         60624","Rhythmic, muscular, and full of risk, ""The Wild"" is a devised laboratory theater performance based on the works of playwright Charles Mee, Dionysian rituals, and a pulsing mix of image, music, voice, and dynamic movement. Walkabout Theatre examines what happens to people when institutions crumble and deities fail to show up.]",parks,none
Night Out: DJ in the Parks at Garfield,2015-08-06T11:00:00,2015-08-06T15:00:00,"Garfield Park, 100 N. Central Park Ave., Chicago IL         60624","As part of Night Out in the Parks, come out for music and dancing with DJ Monty!]",parks,none
Night Out: West Indian Dance Workshops at Columbus,2015-08-06T15:00:00,2015-08-06T16:00:00,"Columbus Park, 500 S. Central Ave., Chicago IL         60644","Learn basic Afro-Caribbean dance with the West Indian Dance Theater Company.  Workshops are every Thursday, June 18 - September 3, 2015.]",parks,none
Night Out: Circus Fun with CircEsteem at Buttercup,2015-08-06T17:00:00,2015-08-06T19:00:00,"Buttercup Playlot Park, 4901 N. Sheridan Rd., Chicago IL         60640","Uptown's own CircEsteem offers free interactive circus workshops for the kids and families at Buttercup Park. CircEsteem's youth performance troupe will teach others how to spin a plate, juggle, and walk on a tightwire. Everyone is welcome.]",parks,none
Night Out: SummerDance at Portage,2015-08-06T18:00:00,2015-08-06T21:00:00,"Portage Park, 4100 N. Long Ave., Chicago IL         60641","In collaboration with the Department of Cultural Affairs and Special Events, Chicago SummerDance heads to the neighborhood parks. SummerDance in the Parks features a different genre of dance instruction followed by 2 hours of live music where patrons can show off their newly learned dance moves.    6-7pm: May I Have This Dance (Salsa)  7-9pm: Carpacho y Su Super Combo (Salsa) ]",parks,none
Night Out: The Wild at Humboldt,2015-08-06T18:00:00,2015-08-06T19:00:00,"Humboldt Park, 1400 N. Sacramento Ave , Chicago IL         60622","Rhythmic, muscular, and full of risk, ""The Wild"" is a devised laboratory theater performance based on the works of playwright Charles Mee, Dionysian rituals, and a pulsing mix of image, music, voice, and dynamic movement. Walkabout Theatre examines what happens to people when institutions crumble and deities fail to show up.]",parks,none
Night Out: Contrabanda Latin Band at McKinley,2015-08-06T18:00:00,2015-08-06T20:00:00,"McKinley Park, 2210 W. Pershing Rd., Chicago IL         60609", Danny Howard leads an interactive percussion workshop in Afro-Cuban Folkloric Percussion followed by two 30-minute sets of Latin music in both Spanish and English spanning the Caribbean. ],parks,none
"Night Out: That's Weird, Grandma at Gladstone",2015-08-06T18:15:00,2015-08-06T19:45:00,"Gladstone Park, 5421 N. Menard Ave., Chicago IL         60630","Barrel of Monkey's ""That's Weird, Grandma"" is a variety show of short plays written by 3rd, 4th, and 5th graders and performed by professional actors. The show includes sketches, songs, and movement pieces, and ranges in tone from funny to spooky to playful to sentimental. While the show was written by elementary-aged students, it is consistently enjoyed by all ages.]",parks,none
Night Out: Chicago Shakes at Dvorak,2015-08-06T18:30:00,2015-08-06T20:00:00,"Dvorak Park, 1119 W. Cullerton St., Chicago IL         60608","Chicago's favorite summer tradition, Chicago Shakespeare in the Parks brings  Shakespeare's Greatest Hits , FREE FOR ALL, to 18 neighborhood parks. In this original production, Shakespeare's characters and scenes are mashed-up with today's popular music. From  Romeo and Juliet  to  Macbeth , audiences will experience a lively medley of Shakespeare's thrilling stories.]",parks,none
Night Out: 15 Breaths at Chase,2015-08-06T18:30:00,2015-08-06T19:30:00,"Chase Park, 4701 N. Ashland Ave., Chicago IL         60640","In this original production by the About Face Youth Theatre Ensemble, we explore connection and disconnection across generations within the Queer community. Through in-depth interviews with community members and AFYT alumni, 15 Breaths sets out to answer the questions: What are we fighting for? What did others fight for before us? And how can we bridge the gap?]",parks,none
Night Out: Vaudeville Nights at Wicker,2015-08-06T18:30:00,2015-08-06T19:30:00,"Wicker Park, 1425 N. Damen Avenue, Chicago IL         60622","Voice of the City presents a modern variety show consisting of nine short, entertaining, and intriguing acts that may feature performance artists, actors, dancers, short films/video, comedians, pantomimes, jugglers, singers, acrobats, magicians- or any other act of intrigue that penetrates the eyes, the ears, and even the soul of the audience!]",parks,none
Night Out: Mixed Company Band at Donovan,2015-08-06T18:30:00,2015-08-06T20:30:00,"Donovan Playground Park, 3620 S. Lituanica Ave., Chicago IL         60609","Mixed Company Band is a high powered R&B, smooth jazz, and funk band.  We strive to bring smiles to the faces of all our audience; from babies to senior citizens. We encourage audience participation so have a great evening singing, dancing and playing percussion!]",parks,none
Night Out: KCR Ensemble at Grand Crossing,2015-08-06T18:30:00,2015-08-06T20:00:00,"Grand Crossing Park, 7655 S. Ingleside Ave., Chicago IL         60619","A live performance of jazz, blues, and contemporary music suitable for all ages by the KCR Ensemble.]",parks,none
Night Out: Crime Scene Chicago at Hamilton,2015-08-06T19:00:00,2015-08-06T21:00:00,"Hamilton Park, 513 W. 72nd St., Chicago IL         60621","CRIME SCENE CHICAGO: Breathe Life couples nonfiction source material (such as interviews, articles, and online comments) with true accounts of Chicago crimes to raise critical questions surrounding segregation, poverty, media, and pop culture in order to encourage thought, dialogue, and change.]",parks,none
Night Out: Young Jazz Masters at Hamilton,2015-08-06T19:00:00,2015-08-06T21:00:00,"Hamilton Park, 513 W. 72nd St., Chicago IL         60621","The Young Jazz Masters are an extaordinarily accomplished group of young
",parks,none
Night Out: Young Jazz Masters at Hamilton,2015-08-06T19:00:00,2015-08-06T20:30:00,"Hamilton Park, 513 W. 72nd St., Chicago IL         60621","The Young Jazz Masters are an extaordinarily accomplished group of young jazz musicians who have developed under Live the Spirit Residency. They are participants in the free weekly classes held at the Hamilton Park Cultural Center. The Young Jazz Masters have performed to great acclaim throughout Chicago, including recent apprearances at Live the Spirit Residency's listening parties and the 2014 Englewood Jazz Festival. Live the Spirit Residency's year-round programming includes both free jazz education courses and concerts with a special focus on youth audience development.]",parks,none
Night Out: Theater on the Lake at Washington Ref,2015-08-06T19:30:00,2015-08-06T21:30:00,"Washington Park, 5531 S. Martin Luther King Dr., Chicago IL         60637","Oracle Productions presents THIS HOUSE BELIEVES THE AMERICAN DREAM IS AT THE EXPENSE OF THE AMERICAN NEGRO. Admission is FREE in Public Access Theatre. In 1965, the Cambridge Union Society hosted a debate between James Baldwin and William F. Buckley, Jr. The subject: Has the American Dream been achieved at the expense of the American Negro? Join Oracle for a vivid theatrical enactment of the debate, and vote on the winner. The debate tells a story of 1960s America, but contemporary audiences will hear reverberations of our country's current racial crises. Oracle offers this premiere in commemoration of the 13th Amendment ratification in 1865, passage of The Voting Rights Act of 1965, and the 50th anniversary of the Baldwin/Buckley debate itself.]",parks,none
Night Out: Theater on the Lake at Berger,2015-08-06T19:30:00,2015-08-06T21:30:00,"Berger Park Cultural Center, 6205 N. Sheridan Rd., Chicago IL         60660","Definition Theatre Company presents an adaptation of Henrik Ibsen's A Doll's House, directed by Writers Theatre Artistic Director Michael Halberstam. Nora and Torvald have all the trappings of a perfect suburban life: a beautiful home, two children, and enough money to finance their comfortable lifestyle. But when a terrible secret from Nora's past threatens to ruin all they've built, she is left with two options: deceive the man she loves, or face the truth and risk losing everything.]",parks,none
Night Out: The Wild at Humboldt,2015-08-06T20:00:00,2015-08-06T21:00:00,"Humboldt Park, 1400 N. Sacramento Ave , Chicago IL         60622","Rhythmic, muscular, and full of risk, ""The Wild"" is a devised laboratory theater performance based on the works of playwright Charles Mee, Dionysian rituals, and a pulsing mix of image, music, voice, and dynamic movement. Walkabout Theatre examines what happens to people when institutions crumble and deities fail to show up.]",parks,none
Night Out: DJ in the Parks at Anderson,2015-08-07T14:00:00,2015-08-07T18:00:00,"Anderson Playground Park, 3748 S. Prairie Ave., Chicago IL         60653","As part of Night Out in the Parks, come out for music and dancing with DJ Monty!]",parks,none
Night Out: Art in the Park at Edison,2015-08-07T15:00:00,2015-08-07T16:00:00,"Edison Park, 6755 N. Northwest Hwy., Chicago IL         60631", Stop by Edison Park to marvel at the work of Chicago Park District visual art students.  The gallery of work shows us the reason the park classes are so popular! ],parks,none
Night Out: DJ in the Parks at Fuller,2015-08-07T16:00:00,2015-08-07T18:00:00,"Fuller Park, 331 W. 45th St, Chicago IL         60609","As part of Night Out in the Parks, come out for music and dancing with DJ Jeff!]",parks,none
Night Out: Urban Gateways at Cragin,2015-08-07T16:15:00,2015-08-07T17:15:00,"Cragin Park, 2611 N. Lockwood Ave., Chicago IL         60639","Urban Gateways Touring Performances bring captivating live shows by many of Chicago's finest dance, music and theater artists to park sites across the city. These performances expose young people and families to diverse cultural and artistic experiences and encourage them to engage in a personal exploration of the arts.]",parks,none
Night Out: Contrabanda Latin Band at Smith,2015-08-07T17:00:00,2015-08-07T19:00:00,"Smith Park, 2526 W. Grand Ave., Chicago IL         60612", Danny Howard leads an interactive percussion workshop in Afro-Cuban Folkloric Percussion followed by two 30-minute sets of Latin music in both Spanish and English spanning the Caribbean. ],parks,none
Night Out: Urban Gateways at Homan Square,2015-08-07T17:00:00,2015-08-07T18:00:00,"Homan Square Park, 3517 W. Arthington St. , Chicago IL         60624","Urban Gateways Touring Performances bring captivating live shows by many of Chicago's finest dance, music and theater artists to park sites across the city. These performances expose young people and families to diverse cultural and artistic experiences and encourage them to engage in a personal exploration of the arts.]",parks,none
Night Out: Culture Coach Stage at Carver,2015-08-07T17:00:00,2015-08-07T20:30:00,"Carver Park, 939 E. 132nd St., Chicago IL         60627","Kuumba Renaissance (from Madison, WI) and Elastic Arts present the Culture Coach, a self-contained traveling pop-up stage. The evening begins with DJ Ayana spinning from her extensive collection of records. Then enjoy live music by a local band. Brushes, paint, and a large canvas will be available for the audience to co-create a painting. Come to dance, drum, paint, or just watch and enjoy.]",parks,none
Night Out: Cirques Campers Performance at Wicker,2015-08-07T17:00:00,2015-08-07T18:00:00,"Wicker Park, 1425 N. Damen Avenue, Chicago IL         60622", Wicker Park Kids will perform their skills learned in summer camp with Cirques Experience Chicago. Come out an applaud their hard work. ],parks,none
Night Out: Workshop in the Park at Cragin,2015-08-07T17:15:00,2015-08-07T18:45:00,"Cragin Park, 2611 N. Lockwood Ave., Chicago IL         60639"," Experience the interactive excitement of Brazilian martial art in the Parks! Capioera combines elements of dance, acrobatics and music. From Gingate Capioera. Suitable for all ages. ]",parks,none
Night Out: Urban Gateways at Vittum,2015-08-07T17:30:00,2015-08-07T18:30:00,"Vittum Park, 5010 W. 50th St., Chicago IL         60638","Urban Gateways Touring Performances bring captivating live shows by many of Chicago's finest dance, music and theater artists to park sites across the city. These performances expose young people and families to diverse cultural and artistic experiences and encourage them to engage in a personal exploration of the arts.]",parks,none
Night Out: Urban Gateways at Chopin,2015-08-07T17:45:00,2015-08-07T18:45:00,"Chopin Park, 3420 N. Long Ave., Chicago IL         60641","Urban Gateways Touring Performances bring captivating live shows by many of Chicago's finest dance, music and theater artists to park sites across the city. These performances expose young people and families to diverse cultural and artistic experiences and encourage them to engage in a personal exploration of the arts.]",parks,none
Night Out: CWCMC Youth Motown Review at Garfield,2015-08-07T18:00:00,2015-08-07T19:05:00,"Garfield Park, 100 N. Central Park Ave., Chicago IL         60624","CWCMC Youth Performing Ensemble will present A Motown Review ? Dancing in the Street.The Ensemble youth will sing, play instruments and dance to Motown songs and tell the story of Motown Records.]",parks,none
Night Out: Jazz Concert at Seward,2015-08-07T18:00:00,2015-08-07T21:00:00,"Seward Park, 375 W. Elm St., Chicago IL         60610", Jazz Concert Produced  by Near North Unity Program and 27th Ward Alderman Walter Burnett ],parks,none
 Night Out at Kilbourn,2015-08-07T18:00:00,2015-08-07T20:00:00,"Kilbourn Park, 3501 N. Kilbourn Ave., Chicago IL         60641", Gather your friends and swing by the park for Teen Night Out.  It's the place where all the teens go for a cool time in the park.  Each event was designed by local park teen input.  Watch for details.  It will be worth it. ],parks,none
Night Out: Chicago Shakes at Welles,2015-08-07T18:30:00,2015-08-07T20:00:00,"Welles Park, 2333 W. Sunnyside Ave., Chicago IL         60625","Chicago's favorite summer tradition, Chicago Shakespeare in the Parks brings  Shakespeare's Greatest Hits , FREE FOR ALL, to 18 neighborhood parks. In this original production, Shakespeare's characters and scenes are mashed-up with today's popular music. From  Romeo and Juliet  to  Macbeth , audiences will experience a lively medley of Shakespeare's thrilling stories.]",parks,none
Night Out: 15 Breaths at Chase,2015-08-07T18:30:00,2015-08-07T19:30:00,"Chase Park, 4701 N. Ashland Ave., Chicago IL         60640","In this original production by the About Face Youth Theatre Ensemble, we explore connection and disconnection across generations within the Queer community. Through in-depth interviews with community members and AFYT alumni, 15 Breaths sets out to answer the questions: What are we fighting for? What did others fight for before us? And how can we bridge the gap?]",parks,none
Night Out: Concerts in the Parks at Durkin,2015-08-07T18:30:00,2015-08-07T20:30:00,"Durkin Park, 8445 S. Kolin Ave., Chicago IL         60652",Join us for a free Jazz concert featuring Sax Preacher.],parks,none
Night Out: Dance in the Parks at Austin TH,2015-08-07T18:30:00,2015-08-07T20:00:00,"Austin Town Hall Park, 5610 W. Lake St., Chicago IL         60644",Dance in the Parks brings professional concert dance to a temporary stage in Chicago's neighborhood parks! Performances include dance works by established up-and-coming Chicago choreographers performed by professional dancers as well as showcase opportunities for youth performers from the local neighborhoods. Free all- ages performance. Bring your picnic and enjoy the show!],parks,none
Night Out: KCR Ensemble at Vittum,2015-08-07T18:30:00,2015-08-07T20:00:00,"Vittum Park, 5010 W. 50th St., Chicago IL         60638","A live performance of jazz, blues, and contemporary music suitable for all ages by the KCR Ensemble.]",parks,none
Night Out: Crime Scene Chicago at Hamilton,2015-08-07T19:00:00,2015-08-07T21:00:00,"Hamilton Park, 513 W. 72nd St., Chicago IL         60621","CRIME SCENE CHICAGO: Breathes Life couples nonfiction source material (such as interviews, articles, and online comments) with true accounts of Chicago crimes to raise critical questions surrounding segregation, poverty, media, and pop culture in order to encourage thought, dialogue, and change.]",parks,none
Night Out: Theater on the Lake at Washington Ref,2015-08-07T19:30:00,2015-08-07T21:30:00,"Washington Park, 5531 S. Martin Luther King Dr., Chicago IL         60637","Oracle Productions presents THIS HOUSE BELIEVES THE AMERICAN DREAM IS AT THE EXPENSE OF THE AMERICAN NEGRO. Admission is FREE in Public Access Theatre. In 1965, the Cambridge Union Society hosted a debate between James Baldwin and William F. Buckley, Jr. The subject: Has the American Dream been achieved at the expense of the American Negro? Join Oracle for a vivid theatrical enactment of the debate, and vote on the winner. The debate tells a story of 1960s America, but contemporary audiences will hear reverberations of our country's current racial crises. Oracle offers this premiere in commemoration of the 13th Amendment ratification in 1865, passage of The Voting Rights Act of 1965, and the 50th anniversary of the Baldwin/Buckley debate itself.]",parks,none
Night Out: Theater on the Lake at Berger,2015-08-07T19:30:00,2015-08-07T21:30:00,"Berger Park Cultural Center, 6205 N. Sheridan Rd., Chicago IL         60660","Definition Theatre Company presents  an adaptation of Henrik Ibsen's A Doll's House, directed by Writers Theatre  Artistic Director Michael Halberstam. Nora and Torvald have all the trappings  of a perfect suburban life: a beautiful home, two children, and enough money to  finance their comfortable lifestyle. But when a terrible secret from Nora's  past threatens to ruin all they've built, she is left with two options: deceive  the man she loves, or face the truth and risk losing everything.]",parks,none
Yoga in the Garden at Kilbourn,2015-08-08T09:30:00,2015-08-08T10:30:00,"Kilbourn Park, 3501 N. Kilbourn Ave., Chicago IL         60641","Join us in the Garden of Kilbourn Park's Greenhouse.  Take your yoga practice outside gaining the benefits of the fresh air and sunshine.  If rain, the yoga class will be held in doors.  All levels yoga experience are welcomed.]",parks,none
Night Out: Intro Tour at Garfield Conservatory,2015-08-08T10:00:00,2015-08-08T11:00:00,"Garfield Park Conservatory, 300 N. Central Park Ave., Chicago IL         60624","Take a free guided tour of the Conservatory and learn more about our plants and history. Tours meet in the main lobby, register an hour before each tour.]",parks,none
Night Out: Mayfair Fest at Mayfair,2015-08-08T10:00:00,2015-08-08T11:00:00,"Garfield Park Conservatory, 300 N. Central Park Ave., Chicago IL         60624"," Stop by the Mayfair Park for an amazing time! Fun for ALL ages. Activities include: art vendors, food trucks, music, kids activities, inflatables, demos and fun! 
",parks,none
Night Out: Mayfair Fest at Mayfair,2015-08-08T12:00:00,2015-08-08T20:00:00,"Mayfair Park, 4550 W. Sunnyside Ave., Chicago IL         60630"," Stop by the Mayfair Park for an amazing time! Fun for ALL ages. Activities include: art vendors, food trucks, music, kids activities, inflatables, demos and fun! 
",parks,none
Night Out: We Are Hip Hop at Dvorak,2015-08-08T13:00:00,2015-08-08T18:00:00,"Dvorak Park, 1119 W. Cullerton St., Chicago IL         60608","The 10th Annual We Are Hip Hop Youth Festival is a youth curated event featuring a line-up of spoken word artists, a graffiti battle, breakdance battle and more. The event is free and open to the community. The festival fosters unity and peace through positive Hip Hop culture and principles.]",parks,none
Night Out: Chicago Symphonic Winds at Clarendon,2015-08-08T14:00:00,2015-08-08T15:00:00,"Clarendon Park Community Center, 4501 N. Clarendon Ave., Chicago IL         60640","Chicago Symphonic Winds performs a concert of entertaining wind music that spans the history of the medium. Following the performance, CSW invites audience members to meet the musicians and learn more about the instruments with up close and hands-on opportunities.]",parks,none
Night Out: The Whole World is Watching at Lincoln,2015-08-08T14:00:00,2015-08-08T15:00:00,"Lincoln Park, 500-5700 N. Lake Shore Drive, Chicago IL         60614","Dog & Pony Theatre's The Whole World is Watching is an immersive, experiential, promenade musical focused on the  August 1968 Democratic National Convention in Chicago. Through a web of stories, we recall the implications that the riots had on national politics and question our roles in the contemporary fight for equality and justice.]",parks,none
Night Out: Dance in the Parks at Kennedy,2015-08-08T15:00:00,2015-08-08T16:30:00,"Kennedy Park, 11320 S. Western Ave., Chicago IL         60655",Dance in the Parks brings professional concert dance to a temporary stage in Chicago's neighborhood parks! Performances include dance works by established up-and-coming Chicago choreographers performed by professional dancers as well as showcase opportunities for youth performers from the local neighborhoods. Free all- ages performance. Bring your picnic and enjoy the show!],parks,none
Night Out: David Boykin Expanse at Bradley,2015-08-08T15:00:00,2015-08-08T16:30:00,"Bradley Park, 9729 S Yates Ave, Chicago IL         60617"," The David Boykin Expanse blends the lyricism of hip-hop with avant-garde jazz styles. The show features David Boykin on saxophone and vocals, backed by a rhythm section, plus DJ sets of complementary jazz and hip-hop recordings.    ]",parks,none
Night Out: So Fresh Saturdays at Lindblom,2015-08-08T15:00:00,2015-08-08T20:00:00,"Lindblom Park, 6054 S. Damen Ave., Chicago IL         60636","The Resident Association of Greater Englewood's So Fresh Saturdays is a community driven ?edu-tainment? series designed to create a safe space in Englewood for youth and residents. We will showcase various artistic expressions and educational workshops that will focused on youth, entrepreneurship, hip hop, media, social networks, community activism, and culturally relevant history using music, film, and art.]",parks,none
Night Out: Urban Gateways at Kilbourn,2015-08-08T16:00:00,2015-08-08T17:00:00,"Kilbourn Park, 3501 N. Kilbourn Ave., Chicago IL         60641","Urban Gateways Touring Performances bring captivating live shows by many of Chicago's finest dance, music and theater artists to park sites across the city. These performances expose young people and families to diverse cultural and artistic experiences and encourage them to engage in a personal exploration of the arts.]",parks,none
Night Out: Culture Coach Stage at Kelly,2015-08-08T17:00:00,2015-08-08T20:30:00,"Kelly Park, 2725 W. 41st St., Chicago IL         60632","Kuumba Renaissance (from Madison, WI) and Elastic Arts present the Culture Coach, a self-contained traveling pop-up stage. The evening begins with DJ Ayana spinning from her extensive collection of records. Then enjoy live music by a local band. Brushes, paint, and a large canvas will be available for the audience to co-create a painting. Come to dance, drum, paint, or just watch and enjoy.]",parks,none
Night Out: Dances fr W Africa at LeClaire-Hearst,2015-08-08T18:00:00,2015-08-08T19:30:00,"LeClaire Courts/Hearst Community, 5120 W. 44th St., Chicago IL         60638","NDC and NAJWA Junior Corps will present a one hour interactive program entitled; ""Celebration Dances of West Africa"" which includes dances from the Sene-Gambia Region, Guinea and Liberia, This Program is comprised of live drumming, narration and audience participation and is geared to all ages. In addition, this show is performed in vibrant, colorful costuming that is pleasing to the eye and enhances the background scenery of grass and trees generating the feel of a village scene.]",parks,none
Night Out: Midsommer Flight at Gross,2015-08-08T18:00:00,2015-08-08T19:30:00,"LeClaire Courts/Hearst Community, 5120 W. 44th St., Chicago IL         60638"," Enjoy a production of Shakespeare's - ""Macbeth"" in the park.  
",parks,none
Night Out: Midsommer Flight at Gross,2015-08-08T18:00:00,2015-08-08T20:00:00,"Gross Park, 2708 W. Lawrence Ave., Chicago IL         60625"," Enjoy a production of Shakespeare's - ""Macbeth"" in the park.  
",parks,none
Night Out: Sound Tracks at Schreiber,2015-08-08T18:00:00,2015-08-08T20:00:00,"Schreiber Playground Park, 1552 W. Schreiber Ave., Chicago IL         60626","Soundtracks brings all of the fun, excitement and entertainment of the movie to with a live performance by a band or other entertainers prior to the start of select Movie in the Parks showings. Not only are people getting a free movie, they are getting a free interactive performance too! With additional prizes and games, that will no doubt give families a reason to get up and get out early.]",parks,none
Night Out: Chicago Shakes at Welles,2015-08-08T18:00:00,2015-08-08T20:00:00,"Schreiber Playground Park, 1552 W. Schreiber Ave., Chicago IL         60626","Chicago's favorite summer tradition, Chicago Shakespeare in the Parks brings  Shakespeare's Greatest Hits , FREE FOR ALL, to 18 neighborhood parks. In this original production, Shakespeare's characters and scenes are mashed-up with today's popular music. From  Romeo and Juliet  to  Macbeth , audiences will experience a lively medley of Shakespeare's thrilling stories. 
",parks,none
Night Out: Chicago Shakes at Welles,2015-08-08T18:30:00,2015-08-08T20:00:00,"Welles Park, 2333 W. Sunnyside Ave., Chicago IL         60625","Chicago's favorite summer tradition, Chicago Shakespeare in the Parks brings  Shakespeare's Greatest Hits , FREE FOR ALL, to 18 neighborhood parks. In this original production, Shakespeare's characters and scenes are mashed-up with today's popular music. From  Romeo and Juliet  to  Macbeth , audiences will experience a lively medley of Shakespeare's thrilling stories. 
",parks,none
Night Out: DJ in the Parks at Bartleme,2015-08-08T18:30:00,2015-08-08T20:30:00,"Bartelme, Mary Park, 115 S. Sangamon St., Chicago IL         60607","As part of Night Out in the Parks, come out for music and dancing with DJ Jeff!]",parks,none
Night Out: The Whole World is Watching at Lincoln,2015-08-08T18:30:00,2015-08-08T19:30:00,"Lincoln Park, 500-5700 N. Lake Shore Drive, Chicago IL         60614","Dog & Pony Theatre's The Whole World is Watching is an immersive, experiential, promenade musical focused on the  August 1968 Democratic National Convention in Chicago. Through a web of stories, we recall the implications that the riots had on national politics and question our roles in the contemporary fight for equality and justice.]",parks,none
Night Out: Tsukasa Taiko at Ping Tom,2015-08-08T18:30:00,2015-08-08T19:30:00,"Lincoln Park, 500-5700 N. Lake Shore Drive, Chicago IL         60614","Tsukasa Taiko: Japanese Traditional Drumming Presentation. Tsukasa Taiko is the largest multigenerational community ensemble of Japanese drumming in the Midwest. The ensemble aims to strengthen Japanese-American/Asian-American communities and to reflect a shared culture through the infusion of contemporary expressions. Be embraced with the unmistakable sound of Taiko (Japanese drums).
",parks,none
